oa_code,All households,One person household: Aged 65 and over,One person household: Aged under 65,One family only: All aged 65 and over,One family only: Married or same-sex civil partnership couple: No children,One family only: Married or same-sex civil partnership couple: With dependent children,One family only: Married or same-sex civil partnership couple: All children non-dependent,One family only: Cohabiting couple: No children,One family only: Cohabiting couple: With dependent children,One family only: Cohabiting couple: All children non-dependent,One family only: Lone parent: With dependent children,One family only: Lone parent: All children non-dependent,Other households: With dependent children,Other households: All full-time students,Other households: All aged 65 and over,Other households: Other
S00107186,64,6,19,-,9,8,-,8,-,-,2,-,4,1,-,7
S00107187,63,1,14,4,2,16,4,2,4,-,9,3,2,-,-,2
S00107188,40,4,2,1,5,14,6,2,-,-,4,1,-,-,-,1
S00107189,30,3,4,-,2,5,1,1,1,-,9,2,-,-,-,2
S00107190,52,4,8,-,4,5,4,2,1,1,16,4,1,-,-,2
S00107191,54,12,17,5,5,3,1,2,2,1,1,-,1,-,-,4
S00107192,55,11,9,7,7,6,2,7,1,-,1,4,-,-,-,-
S00107193,27,6,-,4,4,6,4,-,1,-,-,1,-,-,1,-
S00107194,55,3,6,7,5,9,9,3,2,1,4,2,-,1,-,3
S00107195,42,15,15,3,4,3,-,2,-,-,-,-,-,-,-,-
S00107196,39,5,21,-,4,-,-,3,2,-,3,-,-,-,-,1
S00107197,35,4,16,-,5,-,-,3,-,-,1,1,1,3,-,1
S00107198,40,-,15,-,5,4,-,2,-,-,5,1,1,6,-,1
S00107199,39,3,17,-,3,3,-,1,1,-,2,-,1,4,-,4
S00107200,53,-,26,1,10,2,-,4,-,-,3,-,-,1,1,5
S00107201,60,5,37,-,5,1,-,6,1,-,2,-,-,-,-,3
S00107202,46,11,17,2,3,1,1,3,-,-,-,-,-,2,1,5
S00107203,72,6,38,4,5,-,-,6,1,-,1,-,-,5,-,6
S00107204,32,-,14,4,3,2,-,1,2,-,1,1,-,1,-,3
S00107205,47,3,31,-,3,1,-,3,2,-,2,1,-,-,-,1
S00107206,47,-,18,-,3,2,-,2,-,-,-,-,-,15,-,7
S00107207,56,29,6,4,1,-,-,4,1,-,2,2,-,2,1,4
S00107208,81,6,31,5,2,4,4,3,-,1,11,4,-,2,-,8
S00107209,69,1,39,-,8,2,-,9,-,-,3,2,-,1,-,4
S00107210,56,-,17,-,3,4,-,10,-,-,-,-,-,10,-,12
S00107211,62,1,38,1,5,2,-,10,-,-,1,-,-,-,-,4
S00107212,44,-,16,-,6,3,-,9,1,-,1,-,-,3,-,5
S00107213,54,4,16,-,7,1,-,10,1,-,1,4,-,3,-,7
S00107214,76,3,31,2,4,8,1,13,1,1,5,-,1,2,-,4
S00107215,55,1,5,-,1,2,-,1,-,-,3,-,-,28,-,14
S00107216,29,-,7,-,-,2,1,-,1,-,-,1,1,11,1,4
S00107217,35,1,6,-,1,2,-,1,3,-,-,-,-,17,-,4
S00107218,32,2,4,-,3,1,-,1,-,-,-,-,-,17,-,4
S00107219,58,4,10,1,2,5,2,3,-,-,-,-,1,13,1,16
S00107220,39,2,6,-,2,-,2,2,1,-,-,-,1,18,-,5
S00107221,47,4,23,-,4,1,-,1,-,-,-,-,-,8,-,6
S00107222,63,3,29,-,7,-,-,3,2,-,-,-,-,17,-,2
S00107223,76,6,36,-,3,-,-,7,-,-,6,-,-,10,-,8
S00107224,47,4,19,-,2,1,-,3,1,-,-,-,-,12,-,5
S00107225,52,4,36,2,1,2,-,1,-,-,-,4,-,-,-,2
S00107226,30,3,11,-,1,3,3,-,-,-,2,-,-,6,-,1
S00107227,52,3,18,-,4,2,-,4,-,1,6,-,-,6,-,8
S00107228,57,-,30,-,-,3,1,5,1,-,7,2,-,3,-,5
S00107229,34,-,17,-,1,1,-,4,1,-,2,-,-,5,-,3
S00107230,58,4,20,1,4,5,2,-,1,-,6,2,-,7,-,6
S00107231,60,11,21,1,2,2,3,3,-,1,4,3,1,2,-,6
S00107232,58,3,30,1,2,1,-,10,-,-,1,1,-,6,-,3
S00107233,69,2,33,-,7,1,3,3,1,-,4,1,-,12,-,2
S00107234,43,-,11,-,8,4,1,4,-,-,4,1,1,8,-,1
S00107235,34,2,8,-,5,7,-,3,-,-,1,-,-,5,-,3
S00107236,48,17,5,6,6,3,1,3,1,-,-,-,-,1,-,5
S00107237,45,1,2,3,6,12,1,1,-,-,-,-,-,11,-,8
S00107238,58,-,9,1,2,2,-,7,1,-,2,2,1,21,-,10
S00107239,34,2,-,-,2,4,1,5,-,-,-,1,-,14,-,5
S00107240,33,-,6,-,-,-,1,-,1,-,-,-,-,19,-,6
S00107241,55,1,5,1,3,7,1,4,-,-,-,1,-,24,-,8
S00107242,44,9,5,2,5,11,1,1,2,-,2,-,2,1,-,3
S00107243,41,2,11,-,2,4,1,2,-,-,2,-,-,11,-,6
S00107244,35,7,6,-,2,9,-,2,-,-,2,-,-,2,-,5
S00107245,44,2,15,2,3,2,-,5,-,-,-,-,1,9,-,5
S00107246,65,8,15,5,10,7,-,6,2,-,1,-,2,6,-,3
S00107247,68,5,25,-,1,1,-,12,-,-,1,1,1,18,-,3
S00107248,27,5,6,-,1,3,-,1,-,-,-,-,2,9,-,-
S00107249,55,5,4,16,11,12,4,-,2,-,1,-,-,-,-,-
S00107250,50,13,10,4,3,4,1,2,-,-,2,-,-,6,-,5
S00107251,71,45,9,3,2,3,2,1,-,-,3,2,-,-,-,1
S00107252,32,-,5,2,4,8,-,3,2,-,-,1,-,4,-,3
S00107253,61,9,17,1,5,11,1,4,3,1,2,1,1,1,1,3
S00107254,50,13,10,11,6,4,3,-,1,-,1,-,-,-,-,1
S00107255,27,2,4,1,6,7,1,1,-,-,2,2,-,-,-,1
S00107256,76,15,13,7,8,14,-,6,3,-,5,1,1,1,-,2
S00107257,46,7,18,4,1,3,2,5,-,-,-,1,1,1,-,3
S00107258,44,28,2,7,1,1,-,3,-,-,1,1,-,-,-,-
S00107259,50,9,12,5,4,5,1,2,4,-,3,2,-,3,-,-
S00107260,42,31,-,8,2,-,-,-,-,-,-,-,-,-,1,-
S00107261,71,38,4,10,4,4,-,3,1,-,-,-,-,4,-,3
S00107262,39,10,11,4,3,2,-,3,-,-,-,1,-,2,-,3
S00107263,31,1,12,-,3,6,-,3,-,-,1,-,-,3,-,2
S00107264,55,4,14,2,12,4,-,12,1,-,1,1,-,1,1,2
S00107265,57,7,24,4,10,4,2,-,-,-,3,2,1,-,-,-
S00107266,37,6,9,6,5,8,2,-,-,-,-,-,-,1,-,-
S00107267,50,3,9,-,6,1,-,6,-,-,-,1,-,10,-,14
S00107268,60,3,13,2,8,1,1,5,3,1,-,-,-,14,-,9
S00107269,30,2,6,-,2,6,-,1,3,-,-,1,-,5,-,4
S00107270,57,3,5,7,13,15,8,2,1,-,3,-,-,-,-,-
S00107271,77,10,19,10,17,6,1,6,1,-,2,1,1,3,-,-
S00107272,40,1,7,6,3,16,-,1,1,-,1,2,1,-,-,1
S00107273,35,13,5,1,3,9,-,2,-,-,1,-,-,1,-,-
S00107274,53,46,-,3,1,-,-,-,-,-,-,-,-,1,2,-
S00107275,44,11,5,4,1,2,2,2,-,-,2,4,1,8,1,1
S00107276,62,10,18,2,6,5,3,2,1,1,1,1,-,6,-,6
S00107277,28,-,6,-,1,5,2,2,2,-,2,-,1,3,-,4
S00107278,57,5,13,4,4,7,3,4,-,-,5,-,1,5,-,6
S00107279,43,4,19,2,2,4,1,6,3,-,-,1,-,-,-,1
S00107280,53,9,5,4,10,13,5,2,-,-,1,-,1,-,1,2
S00107281,75,10,21,4,4,8,2,4,2,-,-,3,-,7,-,10
S00107282,48,3,1,5,12,16,6,2,-,1,-,1,-,-,-,1
S00107283,35,3,14,4,3,3,-,1,-,1,3,1,1,-,1,-
S00107284,46,1,4,3,6,23,2,-,1,-,3,2,1,-,-,-
S00107285,37,-,2,2,5,19,8,-,1,-,-,-,-,-,-,-
S00107286,56,6,2,9,7,21,6,-,1,-,-,1,1,-,1,1
S00107287,35,7,-,3,9,3,6,-,-,-,2,3,2,-,-,-
S00107288,57,13,3,10,7,16,5,1,-,-,-,1,-,-,1,-
S00107289,53,7,8,11,9,8,7,2,1,-,-,-,-,-,-,-
S00107290,34,5,8,2,3,8,3,2,1,-,2,-,-,-,-,-
S00107291,52,12,10,2,9,11,1,1,2,-,-,1,1,1,-,1
S00107292,53,7,7,6,12,4,2,5,-,-,2,3,-,-,-,5
S00107293,43,4,9,1,6,8,-,6,2,-,2,-,-,4,-,1
S00107294,71,8,12,4,13,27,2,1,-,-,2,-,1,-,1,-
S00107295,53,2,2,4,14,28,1,-,-,-,1,1,-,-,-,-
S00107296,60,3,6,8,7,23,2,2,2,-,4,-,2,-,-,1
S00107297,55,-,1,2,8,31,10,-,-,-,2,1,-,-,-,-
S00107298,61,1,37,-,3,3,2,12,-,-,1,1,-,1,-,-
S00107299,62,1,26,-,8,3,-,4,1,-,3,-,-,7,-,9
S00107300,49,-,19,-,2,2,1,4,-,-,2,-,1,7,-,11
S00107301,88,2,35,-,11,3,2,13,1,-,3,-,1,7,-,10
S00107302,49,-,20,-,6,4,-,7,1,-,1,1,1,3,-,5
S00107303,42,2,14,1,2,1,-,5,-,-,3,2,-,6,-,6
S00107304,59,2,35,-,4,-,1,10,-,-,-,-,-,5,-,2
S00107305,52,4,17,-,7,9,1,5,1,-,2,1,-,3,-,2
S00107306,27,-,7,-,3,4,-,3,-,-,4,-,-,1,-,5
S00107307,46,8,9,-,6,-,1,12,1,-,4,-,-,2,-,3
S00107308,37,3,17,-,1,1,1,4,1,-,1,-,-,4,-,4
S00107309,71,1,31,1,5,7,-,8,-,-,1,-,-,4,-,13
S00107310,69,3,27,-,5,1,1,8,-,-,-,-,2,6,-,16
S00107311,63,4,28,-,12,3,1,9,3,-,1,-,1,1,-,-
S00107312,31,4,5,1,1,6,-,2,-,-,2,2,-,2,-,6
S00107313,62,9,11,3,6,10,1,1,-,-,1,1,1,5,-,13
S00107314,27,-,10,-,2,2,-,4,1,1,-,-,-,4,-,3
S00107315,59,21,18,3,2,-,-,3,-,1,1,2,2,3,-,3
S00107316,56,3,41,-,1,-,-,7,1,-,-,-,-,-,-,3
S00107317,53,6,18,-,5,4,1,5,-,-,4,-,-,4,-,6
S00107318,84,31,22,8,1,5,-,5,-,-,1,-,-,3,-,8
S00107319,35,6,8,1,-,1,-,-,1,1,5,-,1,4,-,7
S00107320,38,6,9,1,-,5,-,2,-,-,3,3,3,2,-,4
S00107321,29,-,10,-,2,-,-,1,4,-,4,3,2,-,-,3
S00107322,83,1,55,-,3,3,1,2,2,-,9,2,-,3,-,2
S00107323,35,-,13,-,5,1,-,5,1,-,-,-,-,3,-,7
S00107324,78,1,49,1,2,2,-,6,3,-,-,3,-,4,-,7
S00107325,75,1,38,-,6,3,-,11,-,-,3,2,-,1,-,10
S00107326,63,1,22,-,-,6,-,8,-,-,-,-,2,9,-,15
S00107327,62,2,26,-,1,1,4,4,-,-,1,2,2,9,-,10
S00107328,55,1,22,-,7,6,1,4,-,-,2,1,-,6,-,5
S00107329,34,1,8,-,5,-,-,7,-,-,2,-,-,6,-,5
S00107330,57,2,32,-,3,4,-,4,-,-,5,1,-,3,-,3
S00107331,51,3,27,-,5,-,-,8,1,-,-,1,-,3,-,3
S00107332,47,-,13,1,2,2,1,4,-,-,1,2,-,12,-,9
S00107333,50,-,19,-,4,1,-,5,2,-,-,1,-,7,-,11
S00107334,69,-,23,-,6,5,-,5,-,-,-,-,1,11,-,18
S00107335,45,1,21,-,3,1,-,13,-,-,-,-,-,1,-,5
S00107336,36,1,14,1,2,7,-,3,-,-,2,-,1,2,-,3
S00107337,58,1,20,-,8,7,-,7,1,-,-,-,-,6,-,8
S00107338,63,1,34,-,5,4,-,3,-,-,5,1,-,1,-,9
S00107339,30,-,11,-,1,2,-,3,-,-,-,-,1,5,-,7
S00107340,48,1,13,-,2,2,-,12,-,-,-,-,-,9,-,9
S00107341,68,1,27,1,5,4,-,13,2,-,-,-,-,4,-,11
S00107342,32,-,12,-,2,8,-,3,-,-,-,-,-,1,-,6
S00107343,40,4,6,3,4,6,4,1,1,-,2,1,4,-,1,3
S00107344,72,10,16,2,9,13,5,8,4,-,4,-,1,-,-,-
S00107345,50,11,20,2,1,4,-,1,2,-,6,2,-,-,-,1
S00107346,36,8,14,2,1,2,1,3,1,-,-,1,2,-,-,1
S00107347,39,5,4,3,6,2,4,1,-,-,2,5,1,5,-,1
S00107348,34,-,12,-,-,4,-,2,1,-,1,1,1,8,-,4
S00107349,88,48,23,3,5,1,1,3,-,-,-,3,-,-,-,1
S00107350,64,14,11,5,6,6,2,3,2,-,4,2,2,-,-,7
S00107351,32,6,8,-,3,3,-,-,-,-,6,3,-,-,-,3
S00107352,40,10,20,1,4,-,-,3,-,-,-,1,-,-,1,-
S00107353,60,14,25,3,4,-,1,2,-,-,2,4,1,1,-,3
S00107354,71,3,34,-,2,4,-,7,2,-,13,2,-,1,-,3
S00107355,68,4,40,-,1,1,-,4,5,-,12,-,-,-,-,1
S00107356,73,19,32,5,7,2,2,1,-,-,-,2,1,-,-,2
S00107357,52,1,14,3,3,5,4,2,4,1,7,4,-,2,-,2
S00107358,32,3,14,1,1,1,-,1,6,1,-,3,-,-,-,1
S00107359,29,3,6,2,7,2,1,1,-,-,1,2,2,-,-,2
S00107360,54,9,10,4,10,7,4,2,1,-,4,2,-,-,-,1
S00107361,44,4,7,3,7,9,3,2,-,2,3,1,3,-,-,-
S00107362,51,11,14,3,7,6,1,3,1,-,1,2,-,-,1,1
S00107363,41,10,2,4,8,12,1,1,1,-,1,1,-,-,-,-
S00107364,41,12,4,-,8,14,2,-,-,-,1,-,-,-,-,-
S00107365,36,4,2,7,2,13,1,1,1,1,2,2,-,-,-,-
S00107366,48,5,8,7,6,10,5,1,1,-,-,2,1,-,-,2
S00107367,52,33,-,10,1,3,1,-,-,-,1,2,-,-,1,-
S00107368,68,56,2,7,-,1,-,-,-,-,-,1,-,-,-,1
S00107369,30,4,4,1,4,10,-,1,5,-,-,1,-,-,-,-
S00107370,74,6,32,4,6,4,-,8,2,-,-,1,-,4,-,7
S00107371,46,7,20,2,5,2,-,5,1,-,-,1,-,-,-,3
S00107372,65,6,27,-,6,8,-,6,1,-,-,1,1,-,-,9
S00107373,79,8,32,-,8,7,1,11,1,1,2,2,-,3,-,3
S00107374,77,7,40,1,4,6,1,3,2,-,3,4,-,1,-,5
S00107375,55,4,21,-,5,2,-,16,2,-,1,2,-,-,-,2
S00107376,55,4,15,2,10,8,-,9,3,-,-,1,-,1,-,2
S00107377,21,-,4,-,1,1,-,2,-,-,-,-,-,6,-,7
S00107378,28,2,7,1,7,5,1,1,-,-,-,-,-,-,-,4
S00107379,38,1,14,1,1,9,-,7,-,-,-,1,-,-,-,4
S00107380,25,2,1,7,7,3,1,-,-,-,2,-,-,-,1,1
S00107381,70,21,16,15,6,4,-,1,1,1,-,-,-,-,1,4
S00107382,51,4,8,3,6,6,4,6,4,-,6,2,2,-,-,-
S00107383,30,3,6,1,-,8,1,3,2,-,6,-,-,-,-,-
S00107384,37,7,6,4,6,6,-,5,-,-,1,1,-,-,-,1
S00107385,62,11,20,3,7,5,-,13,-,-,1,-,-,-,-,2
S00107386,65,6,30,-,5,3,-,7,2,-,4,1,2,-,-,5
S00107387,29,6,6,3,4,4,2,1,1,-,-,2,-,-,-,-
S00107388,60,5,15,7,6,3,-,9,2,-,4,4,1,1,-,3
S00107389,39,9,12,5,5,4,2,-,-,-,1,-,-,-,-,1
S00107390,43,9,7,7,9,6,2,1,1,-,1,-,-,-,-,-
S00107391,52,9,4,9,8,10,5,4,1,-,-,2,-,-,-,-
S00107392,36,1,7,3,1,6,1,1,2,-,10,1,-,-,-,3
S00107393,49,1,16,-,9,9,1,-,3,-,5,2,2,-,-,1
S00107394,46,3,3,1,4,8,4,2,6,1,8,2,2,-,-,2
S00107395,38,2,6,1,2,7,1,2,1,1,10,3,-,-,-,2
S00107396,65,12,9,9,10,11,5,-,2,-,-,5,2,-,-,-
S00107397,37,3,21,1,1,2,1,3,-,-,4,1,-,-,-,-
S00107398,44,1,9,-,9,7,8,2,2,-,3,1,1,-,-,1
S00107399,28,2,11,-,2,4,1,1,1,-,2,-,-,-,-,4
S00107400,53,2,22,-,9,2,2,6,1,-,5,-,-,-,-,4
S00107401,31,1,7,-,7,7,2,1,2,-,2,1,-,-,-,1
S00107402,74,7,11,3,9,22,4,7,1,1,1,4,1,-,-,3
S00107403,49,3,9,2,4,14,5,6,3,-,1,2,-,-,-,-
S00107404,46,7,15,1,6,4,1,7,-,-,1,2,-,-,-,2
S00107405,48,1,11,2,6,7,7,2,2,-,7,1,2,-,-,-
S00107406,44,3,7,1,9,13,2,2,1,-,2,3,1,-,-,-
S00107407,63,4,14,-,9,19,1,3,3,1,2,5,1,-,-,1
S00107408,66,11,22,4,10,10,2,1,3,-,1,2,-,-,-,-
S00107409,72,2,19,2,13,21,5,5,1,-,2,1,1,-,-,-
S00107410,39,3,1,2,7,15,4,2,1,-,-,1,2,-,-,1
S00107411,45,-,1,-,12,22,1,1,3,-,3,1,1,-,-,-
S00107412,50,13,18,2,3,3,1,2,-,-,1,5,1,-,-,1
S00107413,41,5,3,3,5,3,6,-,1,-,5,2,2,-,-,6
S00107414,32,2,6,4,6,-,-,1,-,-,8,3,-,1,-,1
S00107415,55,8,23,1,4,1,2,3,5,-,7,-,-,-,-,1
S00107416,38,6,6,3,3,3,2,1,1,-,8,2,-,-,-,3
S00107417,59,3,10,5,6,14,1,6,2,1,6,2,-,-,-,3
S00107418,77,65,6,4,2,-,-,-,-,-,-,-,-,-,-,-
S00107419,68,-,-,-,6,54,4,-,-,-,2,-,2,-,-,-
S00107420,70,14,1,10,8,26,2,-,-,-,1,3,4,-,-,1
S00107421,52,7,5,5,11,14,3,3,-,-,1,1,1,-,-,1
S00107422,89,4,10,2,11,47,1,1,-,-,6,4,2,-,-,1
S00107423,72,4,29,6,13,6,-,6,3,-,1,1,-,-,-,3
S00107424,48,8,19,1,3,1,-,5,1,-,3,2,1,1,-,3
S00107425,39,1,19,2,2,6,-,4,1,-,1,-,-,-,-,3
S00107426,51,4,18,2,8,5,-,5,-,-,3,-,-,1,-,5
S00107427,60,5,11,-,9,16,5,7,-,-,3,2,-,-,-,2
S00107428,39,9,3,6,8,8,2,1,-,-,1,-,-,-,-,1
S00107429,45,21,7,6,3,3,2,1,1,-,-,1,-,-,-,-
S00107430,64,9,30,-,3,2,-,2,2,1,9,3,2,-,-,1
S00107431,54,-,16,1,6,3,1,6,5,-,7,3,2,1,-,3
S00107432,68,6,32,-,3,1,3,4,1,-,8,3,-,1,-,6
S00107433,59,9,21,3,4,2,1,3,1,-,-,5,-,7,-,3
S00107434,31,-,15,-,3,-,-,4,1,-,1,1,-,3,-,3
S00107435,89,8,31,-,8,6,-,7,2,-,2,1,-,12,-,12
S00107436,64,-,21,1,3,6,1,12,-,2,3,3,-,2,-,10
S00107437,53,3,15,2,4,6,-,8,1,-,1,-,-,6,-,7
S00107438,75,5,19,1,2,10,2,1,3,1,19,5,2,-,-,5
S00107439,46,6,21,1,2,3,1,1,2,-,6,2,1,-,-,-
S00107440,74,4,17,2,5,6,4,2,4,2,20,4,2,-,-,2
S00107441,77,5,29,-,4,11,2,5,-,1,14,3,1,-,-,2
S00107442,31,7,9,3,4,-,1,1,-,1,-,1,2,-,-,2
S00107443,50,4,16,2,2,3,2,3,3,-,6,2,1,1,-,5
S00107444,80,-,6,6,5,45,3,-,6,1,4,1,2,1,-,-
S00107445,42,4,18,-,1,1,-,9,1,-,1,-,-,3,-,4
S00107446,38,2,17,1,3,3,-,2,-,-,2,-,-,4,-,4
S00107447,24,-,5,-,3,2,4,4,1,1,1,-,1,1,-,1
S00107448,68,5,18,-,8,9,1,2,2,-,15,2,3,-,-,3
S00107449,51,-,20,-,3,6,2,-,1,2,7,7,2,-,-,1
S00107450,59,2,4,22,8,10,8,-,-,-,3,-,1,-,-,1
S00107451,42,2,3,8,9,11,5,-,-,1,1,1,1,-,-,-
S00107452,50,9,7,9,9,8,1,-,3,-,3,1,-,-,-,-
S00107453,61,6,6,14,10,17,6,1,-,-,-,-,-,-,-,1
S00107454,66,4,2,1,9,34,6,2,1,-,4,1,1,-,-,1
S00107455,37,13,5,3,3,11,1,-,-,-,-,-,1,-,-,-
S00107456,37,7,8,2,2,4,7,-,1,-,2,2,2,-,-,-
S00107457,60,5,23,1,3,13,1,5,2,-,3,2,-,-,-,2
S00107458,50,4,4,4,10,19,4,1,-,-,2,1,-,-,1,-
S00107459,76,6,37,5,6,4,4,6,2,-,1,-,1,-,1,3
S00107460,46,6,10,5,8,6,1,3,3,-,-,3,-,-,-,1
S00107461,54,9,23,5,9,1,-,1,3,-,3,-,-,-,-,-
S00107462,39,5,5,6,5,4,2,-,2,1,-,5,1,-,-,3
S00107463,47,-,10,3,9,10,2,-,1,1,4,1,2,-,-,4
S00107464,47,3,2,2,9,11,2,4,3,-,7,2,-,-,-,2
S00107465,51,3,6,1,9,9,10,4,2,1,4,-,1,-,-,1
S00107466,65,4,6,4,16,15,8,1,1,-,5,4,1,-,-,-
S00107467,35,1,8,2,7,8,1,2,3,-,1,1,1,-,-,-
S00107468,46,20,13,4,2,2,-,-,-,-,3,1,-,-,-,1
S00107469,33,4,7,-,1,8,-,2,2,-,4,2,1,-,-,2
S00107470,33,-,8,1,1,5,1,2,1,-,3,5,1,-,2,3
S00107471,51,4,11,1,7,6,5,3,3,-,4,5,-,-,-,2
S00107472,52,4,24,4,5,5,1,3,1,-,3,-,-,-,-,2
S00107473,41,3,7,1,5,8,3,5,2,1,3,2,-,-,-,1
S00107474,31,2,4,1,2,12,4,-,3,-,-,2,-,-,-,1
S00107475,52,6,5,7,8,9,1,4,3,-,5,2,-,-,-,2
S00107476,44,10,7,8,7,5,5,-,1,-,1,-,-,-,-,-
S00107477,47,36,4,5,1,-,-,-,-,-,-,-,-,-,1,-
S00107478,33,2,1,1,8,8,5,1,-,-,5,2,-,-,-,-
S00107479,49,2,4,1,13,9,7,3,1,-,6,1,1,-,-,1
S00107480,42,3,9,5,3,6,4,3,-,-,6,1,-,-,-,2
S00107481,54,-,12,-,7,3,1,8,4,-,14,-,-,3,-,2
S00107482,54,1,9,4,8,12,4,4,2,-,7,2,1,-,-,-
S00107483,56,1,10,-,5,15,3,4,4,1,9,3,1,-,-,-
S00107484,35,5,8,-,7,4,-,1,-,2,2,2,3,-,-,1
S00107485,84,15,45,2,6,-,-,1,1,-,10,3,-,-,-,1
S00107486,45,24,8,4,1,-,-,1,1,-,3,1,-,-,-,2
S00107487,59,2,16,-,3,10,4,5,2,-,8,2,3,1,-,3
S00107488,70,4,13,-,5,8,2,2,7,-,18,6,3,-,-,2
S00107489,51,1,17,1,1,4,-,-,2,1,17,2,4,-,-,1
S00107490,48,3,20,1,4,-,1,-,3,-,9,6,1,-,-,-
S00107491,61,4,18,1,3,7,2,-,3,-,14,2,5,-,-,2
S00107492,44,2,15,1,1,8,1,4,2,-,5,1,2,-,-,2
S00107493,56,1,12,-,4,7,4,1,5,-,18,-,2,-,-,2
S00107494,37,1,21,1,-,3,1,-,1,-,8,-,-,-,-,1
S00107495,40,-,16,1,2,7,1,-,-,2,6,2,1,1,-,1
S00107496,66,2,8,3,6,15,5,3,5,-,8,4,4,-,-,3
S00107497,52,5,21,1,2,3,3,-,2,-,15,-,-,-,-,-
S00107498,27,7,3,-,2,1,1,-,5,1,3,3,1,-,-,-
S00107499,51,7,12,-,4,7,4,1,2,1,5,7,-,-,-,1
S00107500,41,2,5,-,7,4,3,2,3,-,11,-,3,-,-,1
S00107501,65,5,18,2,3,10,4,1,4,-,11,2,2,-,-,3
S00107502,31,5,12,-,3,5,-,1,1,-,2,2,-,-,-,-
S00107503,47,2,10,-,2,5,-,1,4,2,13,3,3,-,-,2
S00107504,38,4,11,1,5,2,1,3,2,-,1,1,-,-,-,7
S00107505,64,3,14,2,5,8,4,1,1,1,10,6,5,2,-,2
S00107506,49,10,8,2,-,6,5,1,1,-,8,5,-,-,-,3
S00107507,62,4,9,2,8,15,-,2,1,-,4,7,6,-,-,4
S00107508,77,10,19,9,15,11,3,4,1,-,-,-,-,2,-,3
S00107509,64,9,14,4,15,11,1,3,-,-,1,1,-,5,-,-
S00107510,37,7,6,7,3,2,3,4,1,-,-,4,-,-,-,-
S00107511,46,8,9,3,3,12,2,2,-,-,3,3,-,-,-,1
S00107512,39,3,7,4,9,3,4,4,2,-,1,1,-,-,-,1
S00107513,54,7,27,4,3,1,1,2,1,-,2,2,-,2,-,2
S00107514,74,12,19,2,5,3,4,3,1,-,9,2,1,7,-,6
S00107515,43,3,22,1,2,2,-,3,1,-,-,-,-,3,-,6
S00107516,55,4,29,1,3,2,-,3,-,-,3,-,-,9,-,1
S00107517,57,14,15,1,3,3,2,4,1,-,5,1,-,2,1,5
S00107518,59,5,34,-,1,3,1,3,-,1,3,-,1,5,-,2
S00107519,35,1,2,4,6,12,-,2,2,-,3,2,1,-,-,-
S00107520,68,1,5,5,16,27,2,1,-,1,5,1,3,-,-,1
S00107521,54,4,8,5,11,10,5,2,1,-,5,1,1,-,-,1
S00107522,60,2,25,1,9,9,4,4,2,-,3,-,-,-,-,1
S00107523,68,3,5,-,19,13,6,3,6,-,8,1,1,-,-,3
S00107524,63,4,15,3,8,12,3,6,5,-,1,1,2,2,-,1
S00107525,56,-,6,1,12,15,8,2,2,-,3,2,2,1,-,2
S00107526,46,3,7,5,10,7,6,1,3,-,2,1,-,-,-,1
S00107527,24,2,4,3,2,5,2,-,1,-,4,-,-,-,-,1
S00107528,26,-,6,1,-,8,2,1,-,-,6,-,-,-,-,2
S00107529,47,12,6,2,9,10,5,-,-,-,-,1,1,-,-,1
S00107530,80,10,9,6,15,25,3,4,2,1,1,2,1,-,-,1
S00107531,40,2,2,5,10,8,8,1,-,-,3,-,1,-,-,-
S00107532,45,3,5,6,7,10,5,1,-,-,5,2,-,-,-,1
S00107533,51,3,4,3,12,15,-,4,3,-,5,-,1,-,-,1
S00107534,54,4,1,-,7,24,6,2,1,2,2,-,3,-,-,2
S00107535,68,3,18,3,11,12,5,5,-,-,8,1,1,-,-,1
S00107536,37,3,7,1,6,5,5,4,1,-,3,1,-,-,-,1
S00107537,56,5,15,4,4,1,3,1,3,1,10,8,1,-,-,-
S00107538,36,14,4,2,2,5,-,1,-,-,4,2,1,-,1,-
S00107539,47,18,9,2,4,5,1,1,-,-,2,4,-,-,-,1
S00107540,57,2,17,1,12,7,2,8,1,-,4,3,-,-,-,-
S00107541,60,3,14,2,14,8,4,6,4,-,1,1,2,-,-,1
S00107542,59,3,8,1,13,17,7,2,-,1,3,2,1,-,-,1
S00107543,57,1,11,2,7,13,7,4,1,-,7,2,-,-,-,2
S00107544,62,2,15,2,12,12,5,5,4,-,2,3,-,-,-,-
S00107545,42,-,9,1,7,10,1,4,2,-,3,2,1,-,-,2
S00107546,58,2,12,1,15,14,4,3,1,-,4,-,2,-,-,-
S00107547,54,1,5,3,11,16,12,1,-,1,4,-,-,-,-,-
S00107548,52,18,8,9,4,2,3,-,-,-,3,4,-,-,-,1
S00107549,33,2,11,1,3,5,1,5,3,-,2,-,-,-,-,-
S00107550,71,1,18,2,12,12,2,8,5,1,6,2,-,-,-,2
S00107551,23,-,2,-,5,3,-,5,3,-,1,1,1,1,-,1
S00107552,69,6,10,4,10,7,5,2,5,1,11,2,3,-,-,3
S00107553,27,1,6,1,5,6,-,1,2,1,2,-,-,-,-,2
S00107554,65,1,15,2,5,17,1,9,2,-,6,4,2,-,-,1
S00107555,65,3,14,4,13,11,1,3,6,-,5,3,-,-,-,2
S00107556,62,11,26,2,7,1,1,7,3,-,3,-,-,-,-,1
