oa_code,All people aged 16 and over,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership
S00098778,66,59,-,-,-,4,3
S00098779,92,67,15,-,4,5,1
S00098780,94,58,27,-,3,4,2
S00098781,129,105,15,-,2,6,1
S00098782,124,93,25,-,-,6,-
S00098783,125,44,57,-,2,14,8
S00098784,66,42,18,-,1,2,3
S00098785,98,31,44,-,1,11,11
S00098786,79,45,22,-,1,7,4
S00098787,81,28,30,-,1,11,11
S00098788,61,26,14,-,5,14,2
S00098789,50,33,4,-,1,10,2
S00098790,93,50,16,-,3,16,8
S00098791,98,49,29,-,4,11,5
S00098792,107,59,20,-,4,17,7
S00098793,137,90,22,2,6,14,3
S00098794,121,76,26,-,4,12,3
S00098795,69,50,10,-,4,4,1
S00098796,71,45,15,-,3,4,4
S00098797,124,44,31,-,11,12,26
S00098798,59,38,11,-,3,7,-
S00098799,75,41,10,-,6,17,1
S00098800,70,22,12,-,6,12,18
S00098801,86,44,26,-,5,9,2
S00098802,72,47,16,-,1,5,3
S00098803,80,46,16,-,3,12,3
S00098804,101,67,20,-,5,7,2
S00098805,60,31,6,-,4,17,2
S00098806,76,44,15,5,3,6,3
S00098807,50,30,7,-,3,8,2
S00098808,67,26,14,2,2,12,11
S00098809,60,30,18,-,1,9,2
S00098810,49,22,14,-,3,7,3
S00098811,89,53,8,-,5,16,7
S00098812,81,33,20,-,6,10,12
S00098813,61,22,20,-,3,11,5
S00098814,98,40,32,-,4,15,7
S00098815,90,42,15,-,3,24,6
S00098816,94,56,20,-,3,12,3
S00098817,83,40,12,-,3,17,11
S00098818,127,72,24,-,3,19,9
S00098819,53,34,8,-,2,6,3
S00098820,57,29,13,-,1,8,6
S00098821,55,23,24,-,3,4,1
S00098822,82,30,28,-,3,12,9
S00098823,91,28,18,-,7,20,18
S00098824,55,15,14,-,4,11,11
S00098825,80,42,22,-,1,6,9
S00098826,94,54,21,-,6,10,3
S00098827,115,50,29,-,3,19,14
S00098828,121,72,28,-,4,15,2
S00098829,75,19,9,-,7,28,12
S00098830,63,32,14,-,5,9,3
S00098831,98,52,25,-,2,15,4
S00098832,70,37,15,-,3,14,1
S00098833,63,32,16,-,-,7,8
S00098834,54,12,18,-,2,10,12
S00098835,52,14,18,-,5,8,7
S00098836,58,21,20,-,-,5,12
S00098837,55,12,38,-,-,1,4
S00098838,91,20,43,-,-,9,19
S00098839,66,19,32,-,-,7,8
S00098840,88,30,37,-,3,9,9
S00098841,91,25,34,-,2,7,23
S00098842,97,46,38,-,1,7,5
S00098843,104,27,63,-,4,6,4
S00098844,146,40,82,-,-,11,13
S00098845,69,36,14,-,-,12,7
S00098846,73,29,22,-,1,9,12
S00098847,97,44,22,-,5,12,14
S00098848,84,42,14,1,3,13,11
S00098849,91,57,14,-,4,11,5
S00098850,75,31,11,-,2,18,13
S00098851,66,47,8,-,4,4,3
S00098852,50,29,11,-,2,6,2
S00098853,115,74,13,-,14,12,2
S00098854,68,24,17,1,2,17,7
S00098855,76,37,18,-,7,7,7
S00098856,52,21,2,-,3,15,11
S00098857,104,53,12,-,7,21,11
S00098858,72,49,6,-,2,14,1
S00098859,102,36,31,3,4,12,16
S00098860,91,27,31,-,5,14,14
S00098861,111,66,15,-,8,18,4
S00098862,93,59,16,-,8,8,2
S00098863,104,20,62,-,2,7,13
S00098864,90,41,26,-,7,12,4
S00098865,69,17,36,-,1,7,8
S00098866,89,16,58,-,1,2,12
S00098867,122,22,62,-,4,12,22
S00098868,148,34,80,-,2,12,20
S00098869,100,34,48,-,3,6,9
S00098870,51,9,26,-,-,5,11
S00098871,48,17,26,-,-,3,2
S00098872,89,12,65,-,1,5,6
S00098873,96,27,57,-,2,3,7
S00098874,92,22,61,-,-,3,6
S00098875,106,35,50,-,5,10,6
S00098876,83,18,54,-,-,2,9
S00098877,81,22,45,-,1,4,9
S00098878,107,32,59,-,3,2,11
S00098879,104,27,64,-,-,6,7
S00098880,92,27,48,-,2,7,8
S00098881,101,23,52,-,6,4,16
S00098882,95,25,58,-,5,6,1
S00098883,73,22,32,-,4,10,5
S00098884,103,42,37,-,2,14,8
S00098885,98,29,48,-,1,10,10
S00098886,79,14,36,-,6,4,19
S00098887,87,5,18,-,3,11,50
S00098888,100,21,64,-,2,5,8
S00098889,93,31,42,-,5,8,7
S00098890,94,35,34,2,4,10,9
S00098891,105,37,42,-,7,8,11
S00098892,82,21,42,-,2,6,11
S00098893,131,44,70,-,2,7,8
S00098894,99,36,44,-,3,6,10
S00098895,112,33,45,-,10,13,11
S00098896,98,57,18,-,5,8,10
S00098897,77,23,32,-,4,8,10
S00098898,63,31,18,-,2,8,4
S00098899,120,54,42,-,5,12,7
S00098900,105,35,50,-,2,11,7
S00098901,61,18,23,-,1,9,10
S00098902,84,28,38,-,4,4,10
S00098903,101,38,32,-,5,8,18
S00098904,93,35,30,-,4,12,12
S00098905,73,22,36,-,2,5,8
S00098906,111,32,65,-,5,6,3
S00098907,67,34,14,-,6,9,4
S00098908,89,48,21,2,3,11,4
S00098909,114,61,36,-,4,9,4
S00098910,101,32,42,-,6,9,12
S00098911,102,34,54,-,3,5,6
S00098912,62,29,26,-,1,4,2
S00098913,113,50,38,-,5,14,6
S00098914,92,29,48,-,1,8,6
S00098915,120,34,64,-,6,10,6
S00098916,119,43,57,-,1,8,10
S00098917,52,9,36,-,-,3,4
S00098918,71,23,34,-,3,4,7
S00098919,64,25,28,-,4,4,3
S00098920,104,37,52,-,5,6,4
S00098921,67,11,29,-,3,5,19
S00098922,76,41,22,-,4,7,2
S00098923,110,34,58,-,-,5,13
S00098924,85,29,30,-,8,9,9
S00098925,77,22,30,-,4,11,10
S00098926,92,34,46,2,2,6,2
S00098927,57,12,34,-,1,5,5
S00098928,105,34,50,-,1,13,7
S00098929,71,24,30,-,1,7,9
S00098930,91,24,43,-,1,9,14
S00098931,104,25,54,-,2,14,9
S00098932,81,20,38,1,2,4,16
S00098933,117,39,53,-,4,11,10
S00098934,102,23,64,-,-,2,13
S00098935,80,15,56,-,1,3,5
S00098936,103,23,68,-,1,4,7
S00098937,104,26,68,-,6,1,3
S00098938,76,29,25,4,3,9,6
S00098939,91,32,38,-,3,4,14
S00098940,99,29,46,-,-,4,20
S00098941,94,23,52,-,2,7,10
S00098942,72,15,40,-,-,9,8
S00098943,151,36,90,-,3,11,11
S00098944,144,41,71,-,5,14,13
S00098945,129,31,78,-,4,9,7
S00098946,77,20,46,-,-,2,9
S00098947,105,42,44,-,6,6,7
S00098948,88,33,37,-,3,9,6
S00098949,111,28,45,-,3,14,21
S00098950,44,19,10,-,1,7,7
S00098951,96,47,36,-,3,6,4
S00098952,78,29,36,-,2,5,6
S00098953,81,19,38,-,3,10,11
S00098954,123,41,62,-,1,10,9
S00098955,81,34,30,-,4,6,7
S00098956,108,26,70,-,-,8,4
S00098957,90,22,52,-,1,4,11
S00098958,238,71,105,-,-,15,47
S00098959,96,30,45,-,4,8,9
S00098960,75,27,34,-,5,5,4
S00098961,97,48,30,-,5,11,3
S00098962,90,44,31,-,3,7,5
S00098963,130,35,66,-,7,12,10
S00098964,107,35,42,2,5,14,9
S00098965,88,32,31,-,3,9,13
S00098966,80,34,30,-,3,4,9
S00098967,108,55,32,-,1,16,4
S00098968,83,47,31,-,2,2,1
S00098969,83,43,25,-,6,5,4
S00098970,89,21,52,-,1,7,8
S00098971,89,36,36,-,5,6,6
S00098972,101,51,36,-,3,6,5
S00098973,77,32,30,-,3,7,5
S00098974,131,62,36,-,5,22,6
S00098975,123,59,45,-,3,7,9
S00098976,72,34,20,-,4,11,3
S00098977,98,41,38,-,4,12,3
S00098978,61,23,20,-,6,8,4
S00098979,98,47,33,-,5,11,2
S00098980,70,33,22,-,1,10,4
S00098981,62,21,28,-,-,5,8
S00098982,55,30,10,-,2,10,3
S00098983,93,31,12,-,9,21,20
S00098984,108,69,16,-,5,17,1
S00098985,122,50,32,-,8,20,12
S00098986,54,22,13,-,2,11,6
S00098987,91,66,9,-,-,12,4
S00098988,111,61,33,-,4,7,6
S00098989,100,76,6,-,5,9,4
S00098990,179,140,18,1,4,14,2
S00098991,75,24,21,-,2,15,13
S00098992,124,46,40,-,11,13,14
S00098993,47,28,14,-,1,3,1
S00098994,67,31,19,-,6,10,1
S00098995,50,31,8,-,8,2,1
S00098996,76,48,14,-,3,9,2
S00098997,70,52,7,-,1,9,1
S00098998,80,36,23,-,3,15,3
S00098999,82,52,6,-,5,16,3
S00099000,100,64,20,-,4,10,2
S00099001,108,65,30,-,1,9,3
S00099002,65,27,18,2,4,8,6
S00099003,62,36,18,-,-,6,2
S00099004,54,45,3,-,3,3,-
S00099005,82,62,8,-,2,9,1
S00099006,92,52,17,-,7,12,4
S00099007,96,66,20,-,4,6,-
S00099008,126,88,13,-,6,14,5
S00099009,79,50,16,-,3,9,1
S00099010,66,41,13,-,3,5,4
S00099011,73,48,14,-,2,7,2
S00099012,54,31,10,-,2,9,2
S00099013,55,33,6,-,-,10,6
S00099014,75,44,17,-,3,11,-
S00099015,60,39,11,-,3,4,3
S00099016,62,32,20,-,-,8,2
S00099017,137,82,34,-,6,14,1
S00099018,125,72,26,2,9,9,7
S00099019,65,38,12,-,3,7,5
S00099020,49,25,12,-,4,8,-
S00099021,102,59,17,-,5,13,8
S00099022,62,41,2,-,4,14,1
S00099023,99,70,20,-,1,5,3
S00099024,61,34,12,-,-,12,3
S00099025,94,28,32,-,7,18,9
S00099026,72,31,16,-,4,12,9
S00099027,84,31,26,-,1,13,13
S00099028,86,28,27,-,2,5,24
S00099029,68,28,28,-,-,5,7
S00099030,80,23,26,-,2,10,19
S00099031,70,24,32,-,1,4,9
S00099032,172,46,113,-,2,6,5
S00099033,56,35,14,-,1,6,-
S00099034,91,24,48,-,-,7,12
S00099035,91,22,48,-,3,9,9
S00099036,104,64,26,1,6,4,3
S00099037,136,37,86,-,1,4,8
S00099038,68,32,24,-,3,6,3
S00099039,123,38,78,-,-,1,6
S00099040,118,30,80,-,1,6,1
S00099041,78,23,40,-,1,12,2
S00099042,145,48,84,-,1,7,5
S00099043,117,28,74,-,1,6,8
S00099044,92,21,61,-,2,3,5
S00099045,119,23,79,-,2,7,8
S00099046,109,32,60,-,6,6,5
S00099047,107,21,70,-,1,3,12
S00099048,117,24,73,-,6,9,5
S00099049,92,29,57,-,1,3,2
S00099050,107,43,36,-,7,13,8
S00099051,117,32,68,-,6,6,5
S00099052,109,18,76,-,2,5,8
S00099053,95,28,54,-,1,6,6
S00099054,99,27,51,-,3,8,10
S00099055,108,30,50,-,5,6,17
S00099056,62,23,22,-,2,6,9
S00099057,73,18,32,3,-,7,13
S00099058,83,12,36,-,4,8,23
S00099059,105,19,42,-,1,13,30
S00099060,67,27,23,-,2,9,6
S00099061,59,22,21,-,1,6,9
S00099062,80,24,25,-,4,16,11
S00099063,71,19,22,-,1,15,14
S00099064,53,21,16,-,1,7,8
S00099065,105,40,51,-,4,4,6
S00099066,60,15,14,-,1,16,14
S00099067,81,25,27,-,1,9,19
S00099068,95,28,43,-,5,8,11
S00099069,94,28,39,-,6,3,18
S00099070,78,23,36,-,1,8,10
S00099071,82,10,42,-,5,10,15
S00099072,99,23,27,-,6,12,31
S00099073,83,22,41,-,2,8,10
S00099074,117,35,48,-,2,10,22
S00099075,55,25,14,-,1,15,-
S00099076,104,14,78,-,2,1,9
S00099077,124,52,44,-,1,15,12
S00099078,77,44,19,-,2,9,3
S00099079,120,35,63,-,1,8,13
S00099080,106,26,63,-,4,9,4
S00099081,66,29,15,-,6,8,8
S00099082,61,28,17,-,3,5,8
S00099083,81,45,16,-,-,15,5
S00099084,56,24,16,-,2,8,6
S00099085,71,34,19,-,3,7,8
S00099086,56,30,14,-,2,6,4
S00099087,63,32,14,-,4,10,3
S00099088,82,35,28,-,3,8,8
S00099089,82,36,13,-,9,14,10
S00099090,95,37,18,-,2,18,20
S00099091,66,15,22,-,1,14,14
S00099092,119,48,38,-,6,14,13
S00099093,75,31,16,-,3,10,15
S00099094,101,33,20,-,4,26,18
S00099095,87,25,45,-,2,10,5
S00099096,47,25,10,-,2,5,5
S00099097,68,26,24,-,3,6,9
S00099098,61,11,8,-,7,11,24
S00099099,70,39,4,-,5,16,6
S00099100,106,56,30,-,6,10,4
S00099101,63,31,21,-,2,5,4
S00099102,144,50,45,-,4,8,37
S00099103,70,32,24,-,2,7,5
S00099104,91,46,24,-,8,6,7
S00099105,78,30,28,-,2,10,8
S00099106,78,32,30,-,7,5,4
S00099107,65,25,24,-,4,9,3
S00099108,137,66,44,1,7,12,7
S00099109,138,65,46,-,9,10,8
S00099110,101,51,21,-,5,18,6
S00099111,118,51,46,-,5,15,1
S00099112,70,28,18,-,6,13,5
S00099113,116,61,37,-,3,14,1
S00099114,91,54,19,-,5,9,4
S00099115,84,52,15,-,6,9,2
S00099116,89,50,23,-,4,7,5
S00099117,150,78,36,-,11,16,9
S00099118,98,46,22,-,5,16,9
S00099119,77,41,22,-,4,8,2
S00099120,77,35,24,-,5,9,4
S00099121,62,29,18,-,3,6,6
S00099122,59,32,12,-,7,4,4
S00099123,70,19,22,-,4,13,12
S00099124,80,21,31,-,2,8,18
S00099125,66,48,6,-,4,5,3
S00099126,46,12,24,-,4,-,6
S00099127,95,49,23,-,2,8,13
S00099128,50,23,16,-,1,7,3
S00099129,72,36,17,-,6,12,1
S00099130,145,35,55,-,2,23,30
S00099131,79,21,20,-,8,15,15
S00099132,53,25,20,-,1,4,3
S00099133,96,29,48,-,3,7,9
S00099134,71,33,7,-,7,19,5
S00099135,76,41,18,-,6,8,3
S00099136,45,26,6,-,3,8,2
S00099137,71,36,23,-,2,9,1
S00099138,80,22,40,-,5,6,7
S00099139,73,45,14,-,1,11,2
S00099140,67,21,29,-,1,11,5
S00099141,113,36,57,-,1,13,6
S00099142,66,29,21,-,5,8,3
S00099143,67,37,15,-,4,11,-
S00099144,102,35,54,-,5,6,2
S00099145,124,47,38,-,10,15,14
S00099146,103,36,35,-,3,19,10
S00099147,73,26,29,-,4,8,6
S00099148,66,31,11,-,2,13,9
S00099149,97,33,31,-,3,9,21
S00099150,129,44,55,2,6,11,11
S00099151,53,24,18,-,2,8,1
S00099152,75,40,13,-,7,9,6
S00099153,127,47,47,-,5,19,9
S00099154,63,41,3,-,4,12,3
S00099155,104,37,25,-,3,19,20
S00099156,121,54,29,-,3,19,16
S00099157,92,48,17,2,5,11,9
S00099158,106,43,42,1,-,11,9
S00099159,66,34,16,-,3,7,6
S00099160,50,29,8,-,5,6,2
S00099161,77,37,26,-,2,8,4
S00099162,74,39,10,-,7,14,4
S00099163,77,31,27,-,-,11,8
S00099164,144,46,64,2,4,14,14
S00099165,109,33,39,-,6,14,17
S00099166,126,38,43,-,8,17,20
S00099167,120,58,40,-,3,17,2
S00099168,119,62,38,-,5,11,3
S00099169,84,39,22,-,2,12,9
S00099170,108,13,54,1,1,9,30
S00099171,70,16,19,-,2,14,19
S00099172,46,14,22,-,-,5,5
S00099173,107,38,40,-,5,7,17
S00099174,53,9,16,-,3,6,19
S00099175,77,25,34,-,-,9,9
S00099176,93,34,36,-,3,10,10
S00099177,73,35,18,-,7,12,1
S00099178,82,29,32,-,5,11,5
S00099179,83,32,24,-,4,16,7
S00099180,73,17,38,-,7,5,6
S00099181,131,56,36,-,7,20,12
S00099182,71,21,29,-,1,9,11
S00099183,54,17,24,-,-,5,8
S00099184,113,31,53,-,9,9,11
S00099185,69,17,30,-,4,10,8
S00099186,79,44,18,-,2,10,5
S00099187,71,21,22,-,2,10,16
S00099188,110,45,29,-,3,18,15
S00099189,72,13,46,-,1,5,7
S00099190,61,14,32,-,1,5,9
S00099191,52,16,23,-,1,6,6
S00099192,118,39,48,-,8,13,10
S00099193,62,26,14,-,4,8,10
S00099194,52,22,10,-,4,14,2
S00099195,48,16,18,-,3,4,7
S00099196,60,27,14,-,2,10,7
S00099197,85,39,24,-,2,9,11
S00099198,53,25,16,-,2,7,3
S00099199,69,25,24,-,2,9,9
S00099200,60,23,28,-,1,5,3
S00099201,68,27,24,-,3,9,5
S00099202,62,32,14,-,2,12,2
S00099203,72,26,26,-,2,14,4
S00099204,67,28,29,-,1,7,2
S00099205,100,30,43,-,4,15,8
S00099206,81,30,38,-,-,9,4
S00099207,79,29,34,-,5,5,6
S00099208,101,46,43,-,4,3,5
S00099209,119,29,46,-,3,24,17
S00099210,125,30,68,-,2,11,14
S00099211,55,25,18,-,1,4,7
S00099212,49,22,6,-,-,5,16
S00099213,82,17,36,-,5,14,10
S00099214,110,72,14,-,7,14,3
S00099215,61,27,16,-,5,11,2
S00099216,69,28,20,-,2,10,9
S00099217,116,38,42,-,5,16,15
S00099218,99,41,28,-,5,18,7
S00099219,72,19,39,-,1,8,5
S00099220,83,35,38,-,2,5,3
S00099221,82,26,44,-,-,6,6
S00099222,98,59,18,-,3,13,5
S00099223,66,12,19,-,4,12,19
S00099224,84,28,36,-,6,7,7
S00099225,111,28,53,-,2,10,18
S00099226,73,22,26,-,1,10,14
S00099227,128,70,29,-,7,15,7
S00099228,94,27,42,-,4,11,10
S00099229,131,42,66,-,3,11,9
S00099230,119,43,49,-,6,12,9
S00099231,126,42,52,-,5,19,8
S00099232,137,45,75,-,4,5,8
S00099233,72,32,26,-,2,4,8
S00099234,114,38,51,-,3,16,6
S00099235,71,21,35,-,4,5,6
S00099236,104,28,56,-,4,8,8
S00099237,82,33,33,-,3,13,-
S00099238,88,25,45,-,1,8,9
S00099239,91,31,38,1,1,10,10
S00099240,83,29,38,-,6,6,4
S00099241,74,28,29,-,4,7,6
S00099242,115,60,34,-,9,9,3
S00099243,110,34,50,-,4,8,14
S00099244,77,40,18,-,7,8,4
S00099245,65,37,16,-,4,7,1
S00099246,89,43,16,2,9,16,3
S00099247,139,90,23,-,7,18,1
S00099248,75,41,26,-,2,4,2
S00099249,115,40,52,-,4,13,6
S00099250,79,20,44,-,4,9,2
S00099251,72,25,32,-,2,6,7
S00099252,64,35,10,-,5,12,2
S00099253,69,45,8,-,4,10,2
S00099254,111,29,45,-,7,16,14
S00099255,72,21,24,-,5,8,14
S00099256,130,40,58,2,7,11,12
S00099257,98,58,24,-,5,6,5
S00099258,93,62,13,-,6,11,1
S00099259,66,33,18,-,6,8,1
S00099260,91,38,36,-,7,7,3
S00099261,75,54,16,-,2,2,1
S00099262,111,36,51,-,4,9,11
S00099263,98,38,52,1,1,5,1
S00099264,78,31,34,-,2,9,2
S00099265,102,38,55,-,1,6,2
S00099266,74,36,30,-,4,2,2
S00099267,120,44,66,-,4,4,2
S00099268,134,35,83,-,6,7,3
S00099269,134,63,44,-,7,16,4
S00099270,112,29,58,-,8,10,7
S00099271,70,20,35,-,3,8,4
S00099272,133,24,78,2,10,7,12
S00099273,68,12,36,2,2,8,8
S00099274,127,45,64,-,1,3,14
S00099275,67,12,38,-,1,5,11
S00099276,79,12,56,-,1,3,7
S00099277,145,23,100,-,3,15,4
S00099278,96,21,64,-,-,1,10
S00099279,97,12,62,-,-,9,14
S00099280,133,20,76,-,5,8,24
S00099281,154,38,97,-,2,9,8
S00099282,127,21,85,-,4,4,13
S00099283,150,34,89,-,3,9,15
S00099284,119,26,70,1,3,8,11
S00099285,93,13,31,-,3,20,26
S00099286,121,20,76,-,2,7,16
S00099287,130,28,80,-,3,6,13
S00099288,73,5,24,-,-,4,40
S00099289,100,25,51,-,3,6,15
S00099290,70,26,30,-,2,4,8
S00099291,45,9,18,4,3,5,6
S00099292,119,27,63,-,2,16,11
S00099293,60,24,16,-,1,14,5
S00099294,98,17,30,-,4,8,39
S00099295,52,22,8,-,6,14,2
S00099296,80,34,23,-,4,9,10
S00099297,54,24,8,-,3,9,10
S00099298,88,20,24,-,4,14,26
S00099299,67,30,16,-,4,11,6
S00099300,99,27,32,-,4,12,24
S00099301,67,12,34,-,2,11,8
S00099302,104,36,40,-,6,18,4
S00099303,73,15,30,-,1,8,19
S00099304,76,30,17,-,4,8,17
S00099305,118,27,42,-,6,11,32
S00099306,58,31,12,-,5,5,5
S00099307,76,35,21,-,4,10,6
S00099308,68,29,20,2,4,10,3
S00099309,65,31,18,-,4,9,3
S00099310,98,42,21,-,9,14,12
S00099311,72,28,25,-,5,7,7
S00099312,112,47,45,-,7,10,3
S00099313,123,24,82,2,-,6,9
S00099314,98,9,74,-,3,2,10
S00099315,133,27,80,-,2,10,14
S00099316,97,19,60,-,1,8,9
S00099317,104,35,49,-,2,13,5
S00099318,91,21,54,-,1,8,7
S00099319,105,57,19,-,6,18,5
S00099320,125,27,77,-,5,6,10
S00099321,143,29,92,-,3,6,13
S00099322,107,13,80,-,-,11,3
S00099323,109,22,71,-,2,5,9
S00099324,107,21,67,-,2,6,11
S00099325,91,24,48,-,1,4,14
S00099326,67,19,20,-,4,13,11
S00099327,49,20,14,-,1,8,6
S00099328,80,24,32,-,-,13,11
S00099329,115,56,34,-,5,14,6
S00099330,77,42,10,-,5,12,8
S00099331,58,35,10,-,2,6,5
S00099332,71,16,41,-,2,7,5
S00099333,65,15,38,-,2,6,4
S00099334,82,19,44,-,1,8,10
S00099335,72,22,28,-,1,10,11
S00099336,69,12,47,-,1,3,6
S00099337,72,15,45,-,2,4,6
S00099338,100,26,55,-,5,3,11
S00099339,118,21,85,-,1,3,8
S00099340,99,18,60,1,4,5,11
S00099341,89,12,54,-,2,5,16
S00099342,85,22,52,-,-,2,9
S00099343,75,20,43,-,1,9,2
S00099344,80,21,42,1,5,6,5
S00099345,121,18,64,-,-,11,28
S00099346,51,3,36,-,2,5,5
S00099347,107,16,76,-,1,3,11
S00099348,91,17,62,-,2,4,6
S00099349,93,21,56,-,1,7,8
S00099350,100,27,56,-,1,5,11
S00099351,106,24,66,-,1,6,9
S00099352,102,14,69,1,3,5,10
S00099353,93,15,61,-,1,5,11
S00099354,74,17,48,-,-,1,8
S00099355,143,25,97,-,3,9,9
S00099356,138,32,88,-,3,10,5
S00099357,87,18,53,-,3,5,8
S00099358,56,17,15,-,5,11,8
S00099359,110,23,63,-,8,2,14
S00099360,96,20,60,-,1,8,7
S00099361,54,15,32,-,1,4,2
S00099362,132,31,82,-,-,10,9
S00099363,89,20,55,-,2,7,5
S00099364,67,12,26,-,5,10,14
S00099365,82,31,28,-,2,7,14
S00099366,58,18,18,-,1,8,13
S00099367,61,6,20,-,4,9,22
S00099368,93,14,66,-,-,5,8
S00099369,127,26,83,-,2,4,12
S00099370,98,28,55,-,3,5,7
S00099371,91,30,50,-,3,2,6
S00099372,110,24,67,-,4,9,6
S00099373,161,53,87,-,7,9,5
S00099374,127,33,69,-,3,9,13
S00099375,93,13,68,-,1,5,6
S00099376,135,21,92,-,1,5,16
S00099377,87,20,56,-,1,6,4
S00099378,86,28,36,-,4,11,7
S00099379,97,12,68,-,2,6,9
S00099380,118,27,68,-,5,7,11
S00099381,101,13,69,-,1,7,11
S00099382,117,22,76,-,2,8,9
S00099383,94,14,66,-,3,3,8
S00099384,84,13,56,-,4,7,4
S00099385,97,18,64,-,-,8,7
S00099386,131,28,85,-,3,8,7
S00099387,119,21,86,-,2,5,5
S00099388,114,22,72,-,2,9,9
S00099389,67,17,28,-,4,12,6
S00099390,118,29,74,-,-,6,9
S00099391,64,24,25,-,2,5,8
S00099392,87,38,38,-,4,5,2
S00099393,64,18,16,-,6,15,9
S00099394,67,34,22,-,2,8,1
S00099395,79,17,21,2,11,14,14
S00099396,68,16,36,-,3,5,8
S00099397,86,38,34,-,4,5,5
S00099398,152,53,80,-,6,11,2
S00099399,49,8,36,-,2,3,-
S00099400,112,54,32,-,3,20,3
S00099401,61,29,13,-,5,11,3
S00099402,81,31,24,-,6,13,7
S00099403,47,19,16,-,-,7,5
S00099404,96,30,40,-,2,10,14
S00099405,92,43,30,-,5,12,2
S00099406,98,46,24,-,12,13,3
S00099407,65,37,10,-,7,9,2
S00099408,75,31,25,-,3,14,2
S00099409,135,33,86,-,5,6,5
S00099410,66,13,38,-,-,4,11
S00099411,88,17,60,-,2,2,7
S00099412,64,5,48,-,-,5,6
S00099413,89,38,29,-,10,6,6
S00099414,45,13,25,-,1,4,2
S00099415,83,28,44,-,4,3,4
S00099416,68,22,32,-,2,10,2
S00099417,69,14,38,-,2,9,6
S00099418,124,43,68,-,6,6,1
S00099419,168,32,84,-,5,14,33
S00099420,67,16,38,-,2,6,5
S00099421,165,55,86,-,5,16,3
S00099422,105,30,58,-,3,13,1
S00099423,126,30,80,-,4,10,2
S00099424,79,24,26,-,2,6,21
S00099425,153,37,90,-,9,13,4
S00099426,59,8,42,-,-,1,8
S00099427,89,19,40,2,3,8,17
S00099428,73,5,50,-,1,7,10
S00099429,61,42,10,-,-,2,7
S00099430,84,60,12,-,3,7,2
S00099431,78,51,23,-,1,1,2
S00099432,50,16,28,-,-,1,5
S00099433,109,49,35,-,9,6,10
S00099434,67,26,18,-,2,11,10
S00099435,74,22,46,-,1,2,3
S00099436,77,27,14,-,4,12,20
S00099437,44,28,10,-,4,2,-
S00099438,66,61,2,-,3,-,-
S00099439,62,27,19,-,3,7,6
S00099440,93,20,54,-,2,5,12
S00099441,62,11,26,-,1,7,17
S00099442,78,40,18,-,1,17,2
S00099443,80,37,20,-,5,14,4
S00099444,80,51,17,-,1,7,4
S00099445,86,18,55,-,3,8,2
S00099446,54,30,10,-,1,9,4
S00099447,76,49,12,-,1,9,5
S00099448,48,18,16,-,1,7,6
S00099449,117,45,44,-,6,15,7
S00099450,58,19,26,-,4,7,2
S00099451,65,41,19,-,1,3,1
S00099452,84,21,34,-,3,9,17
S00099453,49,14,22,-,1,5,7
S00099454,56,23,17,-,4,9,3
S00099455,81,21,35,-,3,14,8
S00099456,50,5,24,-,1,7,13
S00099457,74,19,38,-,2,10,5
S00099458,150,66,37,-,3,11,33
S00099459,85,51,18,-,4,10,2
S00099460,63,21,7,-,3,13,19
S00099461,136,89,14,-,4,18,11
S00099462,46,28,12,-,-,5,1
S00099463,43,22,10,-,3,3,5
S00099464,78,46,17,-,1,5,9
S00099465,100,55,13,-,8,17,7
S00099466,62,28,12,-,3,13,6
S00099467,158,25,92,-,2,16,23
S00099468,157,45,92,2,8,8,2
S00099469,69,19,40,-,1,8,1
S00099470,42,9,24,-,3,5,1
S00099471,45,17,20,-,1,5,2
S00099472,124,26,84,2,5,6,1
S00099473,137,27,92,-,8,9,1
S00099474,108,31,64,-,1,8,4
S00099475,107,60,23,-,4,18,2
S00099476,47,24,8,-,2,11,2
S00099477,77,20,36,-,3,7,11
S00099478,90,19,42,-,3,10,16
S00099479,87,61,11,-,5,10,-
S00099480,82,16,36,-,1,9,20
S00099481,38,15,10,-,4,5,4
S00099482,64,27,26,-,4,4,3
S00099483,63,16,33,-,4,9,1
S00099484,71,28,24,-,2,9,8
S00099485,65,19,33,-,5,4,4
S00099486,98,37,25,-,6,18,12
S00099487,89,43,27,-,6,10,3
S00099488,76,22,39,-,5,6,4
S00099489,111,42,59,-,2,7,1
S00099490,126,38,71,-,5,7,5
S00099491,46,11,16,-,-,3,16
S00099492,60,24,17,-,7,8,4
S00099493,85,59,8,-,5,12,1
S00099494,74,42,14,-,4,12,2
S00099495,58,38,14,-,-,3,3
S00099496,67,25,27,-,6,6,3
S00099497,137,68,40,-,4,19,6
S00099498,118,112,6,-,-,-,-
S00099499,113,35,50,-,5,14,9
S00099500,60,15,22,-,3,15,5
S00099501,61,11,40,2,1,1,6
S00099502,106,44,45,-,3,8,6
S00099503,92,22,57,-,2,5,6
S00099504,120,82,19,-,6,9,4
S00099505,485,477,2,-,1,5,-
S00099506,59,14,34,-,-,4,7
S00099507,109,88,4,-,-,13,4
