oa_zones,All people aged 16 and over: Total,All people aged 16 and over: No qualifications,All people aged 16 and over: Level 1,All people aged 16 and over: Level 2,All people aged 16 and over: Level 3,All people aged 16 and over: Level 4 and above
S00100901,84,18,13,13,7,33
S00100902,96,11,13,24,13,35
S00100903,177,34,52,42,19,30
S00100904,131,26,27,19,21,38
S00100905,122,23,31,36,16,16
S00100906,141,34,29,21,16,41
S00100907,84,19,10,15,12,28
S00100908,50,6,13,9,8,14
S00100909,105,31,34,17,8,15
S00100910,84,18,12,23,16,15
S00100911,91,25,12,18,12,24
S00100912,106,24,22,19,8,33
S00100913,116,37,19,15,9,36
S00100914,80,28,15,12,9,16
S00100915,66,11,20,8,6,21
S00100916,91,20,21,18,8,24
S00100917,131,25,24,23,17,42
S00100918,81,12,12,19,9,29
S00100919,92,9,20,14,9,40
S00100920,141,29,30,21,15,46
S00100921,130,30,21,19,19,41
S00100922,115,31,25,21,15,23
S00100923,82,15,14,14,10,29
S00100924,104,23,20,15,13,33
S00100925,48,3,0,4,3,38
S00100926,115,14,12,18,6,65
S00100927,102,15,17,8,4,58
S00100928,99,8,14,16,11,50
S00100929,72,2,10,11,4,45
S00100930,112,12,11,21,13,55
S00100931,112,9,14,18,7,64
S00100932,85,5,10,15,10,45
S00100933,115,18,17,19,8,53
S00100934,80,19,15,9,7,30
S00100935,103,13,13,18,5,54
S00100936,93,9,15,19,8,42
S00100937,132,11,17,15,18,71
S00100938,150,20,17,27,11,75
S00100939,100,17,9,14,10,50
S00100940,87,9,10,17,15,36
S00100941,113,16,20,21,9,47
S00100942,117,13,15,17,8,64
S00100943,111,15,20,17,10,49
S00100944,87,9,17,18,6,37
S00100945,100,12,17,16,5,50
S00100946,134,15,24,32,13,50
S00100947,96,14,18,20,11,33
S00100948,94,13,10,18,9,44
S00100949,94,12,11,14,3,54
S00100950,107,37,12,10,8,40
S00100951,105,18,17,10,10,50
S00100952,74,9,13,16,7,29
S00100953,139,10,13,19,8,89
S00100954,97,7,11,17,9,53
S00100955,90,11,12,9,10,48
S00100956,100,16,12,16,4,52
S00100957,91,15,11,16,4,45
S00100958,113,9,12,22,11,59
S00100959,157,20,19,28,14,76
S00100960,121,13,15,15,7,71
S00100961,105,19,17,12,10,47
S00100962,47,7,9,6,8,17
S00100963,55,4,12,6,4,29
S00100964,108,5,14,17,10,62
S00100965,64,9,13,7,9,26
S00100966,45,8,6,9,2,20
S00100967,71,15,12,8,5,31
S00100968,92,16,13,11,4,48
S00100969,83,12,7,10,8,46
S00100970,92,27,14,11,3,37
S00100971,92,22,12,5,3,50
S00100972,124,7,14,15,7,81
S00100973,85,9,4,12,5,55
S00100974,137,15,13,17,12,80
S00100975,101,4,11,25,4,57
S00100976,79,16,8,10,12,33
S00100977,61,5,5,10,9,32
S00100978,112,9,12,22,5,64
S00100979,69,10,6,10,6,37
S00100980,76,3,14,8,5,46
S00100981,73,22,8,10,7,26
S00100982,81,23,12,9,9,28
S00100983,102,5,12,16,2,67
S00100984,149,9,19,28,13,80
S00100985,133,7,11,30,12,73
S00100986,114,6,18,18,8,64
S00100987,122,21,10,15,6,70
S00100988,73,5,9,12,2,45
S00100989,91,8,5,17,3,58
S00100990,94,10,16,9,9,50
S00100991,92,6,17,11,8,50
S00100992,101,4,7,20,7,63
S00100993,157,14,21,30,8,84
S00100994,136,10,9,22,14,81
S00100995,50,10,5,5,11,19
S00100996,66,15,14,8,7,22
S00100997,138,11,18,29,13,67
S00100998,58,9,6,12,7,24
S00100999,111,7,8,13,10,73
S00101000,85,12,13,4,8,48
S00101001,96,4,14,9,14,55
S00101002,115,7,5,15,7,81
S00101003,95,4,13,14,6,58
S00101004,88,4,17,11,9,47
S00101005,99,5,15,19,5,55
S00101006,134,9,21,19,7,78
S00101007,95,8,9,8,4,66
S00101008,85,15,8,17,5,40
S00101009,91,16,11,7,7,50
S00101010,123,14,16,18,12,63
S00101011,82,8,14,12,7,41
S00101012,97,12,15,9,12,49
S00101013,126,23,11,12,8,72
S00101014,70,11,5,10,8,36
S00101015,82,10,9,5,7,51
S00101016,109,18,8,16,12,55
S00101017,98,10,11,21,6,50
S00101018,88,8,11,11,7,51
S00101019,78,3,13,10,9,43
S00101020,100,16,18,13,11,42
S00101021,62,5,16,8,5,28
S00101022,131,9,21,25,11,65
S00101023,126,4,9,26,6,81
S00101024,125,4,12,13,14,82
S00101025,122,15,7,16,8,76
S00101026,92,3,19,10,7,53
S00101027,125,7,13,19,5,81
S00101028,45,1,1,7,2,34
S00101029,64,2,2,16,2,42
S00101030,113,4,7,12,2,88
S00101031,92,2,7,20,4,59
S00101032,95,5,9,11,8,62
S00101033,164,20,14,25,11,94
S00101034,130,12,20,23,14,61
S00101035,110,14,18,16,7,55
S00101036,102,9,5,17,9,62
S00101037,143,12,19,23,16,73
S00101038,126,5,16,25,13,67
S00101039,116,11,24,14,10,57
S00101040,115,8,24,8,23,52
S00101041,65,12,17,6,6,24
S00101042,134,27,17,19,16,55
S00101043,96,18,19,17,16,26
S00101044,72,20,11,11,13,17
S00101045,88,13,26,10,11,28
S00101046,105,12,25,24,7,37
S00101047,84,21,8,16,6,33
S00101048,92,16,12,22,6,36
S00101049,87,17,14,19,8,29
S00101050,82,7,21,13,9,32
S00101051,83,19,15,10,18,21
S00101052,100,12,22,18,12,36
S00101053,83,17,17,12,9,28
S00101054,105,16,30,9,14,36
S00101055,98,14,22,14,18,30
S00101056,122,20,20,29,18,35
S00101057,132,16,19,21,19,57
S00101058,141,14,25,26,18,58
S00101059,102,15,21,13,14,39
S00101060,109,12,15,29,17,36
S00101061,149,13,26,33,11,66
S00101062,135,21,31,26,12,45
S00101063,144,29,33,25,19,38
S00101064,146,85,25,8,6,22
S00101065,69,33,12,5,9,10
S00101066,153,28,32,29,12,52
S00101067,88,39,18,13,3,15
S00101068,82,24,23,7,10,18
S00101069,45,12,17,6,3,7
S00101070,133,44,27,24,12,26
S00101071,84,34,10,13,10,17
S00101072,66,24,20,6,8,8
S00101073,60,19,13,12,7,9
S00101074,112,21,15,21,8,47
S00101075,104,19,15,21,13,36
S00101076,115,26,22,22,14,31
S00101077,127,25,30,15,14,43
S00101078,87,43,8,6,7,23
S00101079,105,15,21,22,11,36
S00101080,160,40,36,31,15,38
S00101081,63,25,11,6,8,13
S00101082,101,34,25,12,17,13
S00101083,83,27,20,9,7,20
S00101084,82,35,20,12,4,11
S00101085,108,37,33,12,9,17
S00101086,73,31,17,8,6,11
S00101087,100,42,29,11,4,14
S00101088,123,39,37,14,13,20
S00101089,71,20,25,15,5,6
S00101090,81,46,20,7,3,5
S00101091,91,34,22,10,13,12
S00101092,87,38,20,9,10,10
S00101093,67,29,21,4,5,8
S00101094,98,51,20,13,4,10
S00101095,72,25,18,9,7,13
S00101096,113,39,27,12,10,25
S00101097,93,19,24,13,9,28
S00101098,140,15,28,22,24,51
S00101099,172,24,34,35,22,57
S00101100,84,27,21,14,8,14
S00101101,131,26,32,18,10,45
S00101102,89,19,11,10,12,37
S00101103,133,21,37,19,18,38
S00101104,144,34,40,27,10,33
S00101105,145,35,46,28,17,19
S00101106,126,33,30,25,10,28
S00101107,151,24,28,32,17,50
S00101108,121,18,34,23,12,34
S00101109,93,23,21,17,11,21
S00101110,183,38,36,38,19,52
S00101111,107,24,26,23,8,26
S00101112,127,25,28,30,14,30
S00101113,85,20,18,19,9,19
S00101114,91,13,20,19,9,30
S00101115,109,23,23,26,12,25
S00101116,120,18,27,17,17,41
S00101117,84,27,13,13,8,23
S00101118,113,14,20,22,15,42
S00101119,91,18,20,21,12,20
S00101120,89,18,20,18,17,16
S00101121,131,31,29,30,9,32
S00101122,89,30,16,13,8,22
S00101123,96,20,19,16,8,33
S00101124,117,28,17,23,9,40
S00101125,88,17,16,13,13,29
S00101126,114,22,26,15,12,39
S00101127,123,37,17,16,20,33
S00101128,77,12,12,11,10,32
S00101129,108,12,26,21,11,38
S00101130,105,26,16,15,13,35
S00101131,87,23,15,19,12,18
S00101132,114,20,20,30,13,31
S00101133,96,28,21,21,9,17
S00101134,97,21,20,20,10,26
S00101135,124,20,31,24,17,32
S00101136,121,10,26,25,17,43
S00101137,125,22,27,22,13,41
S00101138,183,33,43,41,16,50
S00101139,98,22,27,21,7,21
S00101140,105,18,26,19,13,29
S00101141,162,38,44,36,17,27
S00101142,161,36,41,38,18,28
S00101143,110,24,25,20,16,25
S00101144,104,24,22,13,18,27
S00101145,125,16,35,12,18,44
S00101146,117,47,14,16,7,33
S00101147,140,25,30,25,18,42
S00101148,137,26,23,18,10,60
S00101149,170,18,32,29,14,77
S00101150,130,37,24,24,16,29
S00101151,147,27,31,25,9,55
S00101152,149,41,52,30,7,19
S00101153,124,17,26,26,12,43
S00101154,106,27,25,18,14,22
S00101155,91,13,18,21,11,28
S00101156,141,34,25,27,12,43
S00101157,136,34,24,16,12,50
S00101158,147,32,21,19,19,56
S00101159,146,23,29,24,21,49
S00101160,88,39,14,8,7,20
S00101161,115,36,13,19,8,39
S00101162,135,23,20,37,13,42
S00101163,129,26,18,20,12,53
S00101164,93,21,25,10,9,28
S00101165,101,32,24,12,8,25
S00101166,122,24,27,28,14,29
S00101167,109,40,20,22,12,15
S00101168,107,27,23,21,14,22
S00101169,104,28,18,18,11,29
S00101170,71,22,15,9,11,14
S00101171,72,20,12,11,10,19
S00101172,125,31,28,20,13,33
S00101173,92,29,17,16,10,20
S00101174,144,21,30,27,16,50
S00101175,131,29,16,28,7,51
S00101176,47,8,5,9,5,20
S00101177,110,14,24,33,13,26
S00101178,100,14,20,17,9,40
S00101179,100,16,15,18,14,37
S00101180,93,11,13,16,9,44
S00101181,78,19,16,9,8,26
S00101182,108,10,22,30,8,38
S00101183,103,14,15,24,15,35
S00101184,178,31,30,30,17,70
S00101185,154,48,26,25,9,46
S00101186,105,17,20,10,11,47
S00101187,110,16,20,13,14,47
S00101188,82,19,12,16,10,25
S00101189,108,20,23,21,8,36
S00101190,89,17,21,20,7,24
S00101191,86,23,11,21,7,24
S00101192,99,14,30,21,9,25
S00101193,58,6,10,9,5,28
S00101194,48,12,10,8,3,15
S00101195,90,18,12,18,8,34
S00101196,110,21,16,19,11,43
S00101197,103,17,34,23,11,18
S00101198,94,15,20,12,12,35
S00101199,114,14,19,29,14,38
S00101200,72,17,18,12,8,17
S00101201,84,19,9,14,9,33
S00101202,101,20,26,20,14,21
S00101203,108,39,26,14,9,20
S00101204,166,21,36,29,13,67
S00101205,108,32,15,17,12,32
S00101206,93,10,17,18,7,41
S00101207,90,21,23,17,8,21
S00101208,120,33,20,20,13,34
S00101209,102,19,19,18,11,35
S00101210,144,30,27,26,14,47
S00101211,140,29,30,10,12,59
S00101212,120,26,30,29,9,26
S00101213,115,14,29,18,17,37
S00101214,124,20,30,20,10,44
S00101215,113,26,18,22,17,30
S00101216,112,25,18,14,15,40
S00101217,85,15,19,18,9,24
S00101218,96,24,17,13,5,37
S00101219,133,9,24,22,11,67
S00101220,79,13,12,19,7,28
S00101221,126,14,15,17,14,66
S00101222,106,14,11,15,11,55
S00101223,88,19,12,13,5,39
S00101224,68,27,13,6,3,19
S00101225,113,21,13,10,15,54
S00101226,113,10,13,16,9,65
S00101227,105,38,26,8,8,25
S00101228,56,12,7,8,2,27
S00101229,75,22,10,11,2,30
S00101230,106,31,13,21,11,30
S00101231,153,17,23,20,11,82
S00101232,90,25,11,10,9,35
S00101233,88,11,13,14,8,42
S00101234,111,18,15,17,9,52
S00101235,76,20,9,13,11,23
S00101236,110,11,15,21,9,54
S00101237,80,17,11,18,4,30
S00101238,67,4,4,18,7,34
S00101239,81,34,13,10,5,19
S00101240,77,31,13,8,6,19
S00101241,114,34,30,17,8,25
S00101242,78,23,20,8,5,22
S00101243,110,34,19,12,6,39
S00101244,81,12,14,14,3,38
S00101245,80,24,20,8,12,16
S00101246,46,3,12,10,4,17
S00101247,83,29,22,6,10,16
S00101248,114,45,24,14,10,21
S00101249,50,21,11,9,0,9
S00101250,123,41,31,23,5,23
S00101251,117,33,37,19,8,20
S00101252,134,38,34,27,14,21
S00101253,95,23,18,15,19,20
S00101254,121,20,25,21,9,46
S00101255,101,18,21,13,9,40
S00101256,147,28,20,24,19,56
S00101257,121,17,24,18,16,46
S00101258,77,13,14,11,14,25
S00101259,92,26,24,12,12,18
S00101260,87,27,31,4,9,16
S00101261,89,16,30,16,6,21
S00101262,96,35,20,15,11,15
S00101263,91,18,33,20,9,11
S00101264,105,32,30,17,8,18
S00101265,100,25,13,17,10,35
S00101266,97,23,28,9,17,20
S00101267,94,14,14,20,12,34
S00101268,64,5,9,9,3,38
S00101269,102,25,19,20,11,27
S00101270,133,18,20,27,11,57
S00101271,82,24,10,6,7,35
S00101272,117,38,35,19,14,11
S00101273,92,13,18,18,6,37
S00101274,116,10,12,17,5,72
S00101275,114,9,6,16,14,69
S00101276,59,5,6,8,6,34
S00101277,138,17,18,35,11,57
S00101278,146,18,31,24,22,51
S00101279,152,26,28,22,15,61
S00101280,120,25,17,11,12,55
S00101281,126,48,21,16,14,27
S00101282,75,24,16,11,5,19
S00101283,54,17,12,4,3,18
S00101284,106,24,13,16,3,50
S00101285,91,1,13,15,15,47
S00101286,111,3,12,9,7,80
S00101287,129,18,11,21,11,68
S00101288,80,10,12,12,12,34
S00101289,78,16,7,10,9,36
S00101290,89,10,12,12,6,49
S00101291,123,6,8,18,13,78
S00101292,109,5,8,18,8,70
S00101293,93,10,18,10,9,46
S00101294,73,14,11,12,4,32
S00101295,89,16,14,12,8,39
S00101296,117,6,11,18,9,73
S00101297,79,33,19,6,6,15
S00101298,117,35,36,17,5,24
S00101299,94,16,21,13,16,28
S00101300,86,17,19,12,16,22
S00101301,102,28,13,15,10,36
S00101302,70,9,8,14,4,35
S00101303,71,10,9,13,9,30
S00101304,82,24,18,10,17,13
S00101305,134,29,24,14,9,58
S00101306,130,25,9,24,7,65
S00101307,101,38,25,13,11,14
S00101308,93,44,18,6,5,20
S00101309,75,24,11,10,11,19
S00101310,143,38,18,20,20,47
S00101311,86,21,14,16,7,28
S00101312,102,28,17,15,4,38
S00101313,132,10,25,19,16,62
S00101314,96,15,17,17,9,38
S00101315,100,12,27,21,9,31
S00101316,126,21,26,20,10,49
S00101317,75,27,18,7,8,15
S00101318,85,26,32,14,6,7
S00101319,128,43,28,16,16,25
S00101320,72,40,14,5,7,6
S00101321,70,32,15,7,9,7
S00101322,93,24,23,11,6,29
S00101323,83,26,20,13,9,15
S00101324,85,28,23,18,6,10
S00101325,43,4,12,10,10,7
S00101326,106,35,32,15,8,16
S00101327,80,41,16,6,7,10
S00101328,68,32,19,6,4,7
S00101329,76,32,25,7,4,8
S00101330,90,41,18,6,13,12
S00101331,87,48,14,11,5,9
S00101332,122,51,25,20,9,17
S00101333,66,8,26,13,9,10
S00101334,59,22,20,8,4,5
S00101335,113,65,22,8,5,13
S00101336,93,36,27,10,6,14
S00101337,94,29,28,10,10,17
S00101338,83,32,17,18,9,7
S00101339,42,16,11,6,5,4
S00101340,66,13,18,17,6,12
S00101341,91,20,26,23,8,14
S00101342,99,24,30,18,6,21
S00101343,71,27,7,11,10,16
S00101344,95,35,19,18,8,15
S00101345,109,25,37,27,7,13
S00101346,96,23,35,12,12,14
S00101347,113,33,43,12,4,21
S00101348,79,18,26,9,10,16
S00101349,95,33,29,13,7,13
S00101350,128,49,30,16,16,17
S00101351,73,24,24,10,6,9
S00101352,68,19,20,13,7,9
S00101353,124,29,38,17,10,30
S00101354,133,22,34,30,16,31
S00101355,69,27,17,9,4,12
S00101356,75,21,19,17,4,14
S00101357,67,27,15,10,6,9
S00101358,69,20,30,10,5,4
S00101359,71,23,16,10,8,14
S00101360,77,23,25,9,6,14
S00101361,101,27,29,20,11,14
S00101362,71,19,18,14,6,14
S00101363,95,38,19,22,9,7
S00101364,66,31,13,7,7,8
S00101365,114,45,30,18,5,16
S00101366,52,27,15,6,1,3
S00101367,89,38,25,8,5,13
S00101368,90,46,21,11,6,6
S00101369,74,29,28,6,6,5
S00101370,128,50,48,12,8,10
S00101371,62,17,28,5,9,3
S00101372,61,25,21,7,1,7
S00101373,81,32,16,12,8,13
S00101374,83,35,21,7,8,12
S00101375,101,33,17,23,10,18
S00101376,50,24,12,3,5,6
S00101377,51,26,7,7,6,5
S00101378,104,17,20,15,8,44
S00101379,98,31,17,14,11,25
S00101380,66,29,20,6,5,6
S00101381,105,33,31,14,12,15
S00101382,85,27,16,18,5,19
S00101383,74,23,17,7,10,17
S00101384,74,25,22,9,12,6
S00101385,84,30,24,13,9,8
S00101386,84,25,20,17,11,11
S00101387,56,14,15,5,10,12
S00101388,83,26,12,9,12,24
S00101389,77,10,18,13,10,26
S00101390,130,13,34,36,14,33
S00101391,74,23,22,12,7,10
S00101392,120,38,18,14,12,38
S00101393,51,13,12,8,7,11
S00101394,104,24,34,13,7,26
S00101395,133,24,25,26,14,44
S00101396,112,29,27,25,6,25
S00101397,80,25,17,14,8,16
S00101398,107,7,30,23,11,36
S00101399,164,15,42,42,19,46
S00101400,123,18,23,26,18,38
S00101401,143,19,23,35,11,55
S00101402,154,22,42,27,11,52
S00101403,129,18,36,22,14,39
S00101404,142,36,33,20,20,33
S00101405,98,19,33,12,10,24
S00101406,59,23,16,5,6,9
S00101407,86,21,20,13,12,20
S00101408,95,24,30,18,11,12
S00101409,98,18,27,15,11,27
S00101410,116,39,30,19,18,10
S00101411,119,13,35,31,8,32
S00101412,170,23,50,37,21,39
S00101413,160,31,32,32,26,39
S00101414,103,24,28,20,9,22
S00101415,155,25,35,39,15,41
S00101416,169,28,39,32,21,49
S00101417,121,25,25,22,12,37
S00101418,113,14,33,28,16,22
S00101419,122,55,31,12,7,17
S00101420,111,16,30,23,13,29
S00101421,86,28,21,12,13,12
S00101422,92,27,25,14,7,19
S00101423,81,21,20,16,6,18
S00101424,74,22,24,8,4,16
S00101425,64,13,18,11,6,16
S00101426,82,26,19,12,3,22
S00101427,128,42,38,20,11,17
S00101428,146,45,54,17,13,17
S00101429,152,48,43,22,14,25
S00101430,92,8,10,11,9,54
S00101431,145,8,22,28,19,68
S00101432,105,10,16,17,14,48
S00101433,103,5,29,16,8,45
S00101434,92,11,14,21,7,39
S00101435,109,18,24,19,8,40
S00101436,120,18,26,21,12,43
S00101437,93,22,10,20,8,33
S00101438,120,15,23,25,16,41
S00101439,49,11,7,5,4,22
S00101440,82,11,15,14,6,36
S00101441,106,21,20,21,6,38
S00101442,96,18,22,10,10,36
S00101443,102,25,21,13,15,28
S00101444,93,24,30,9,8,22
S00101445,78,28,15,10,6,19
S00101446,115,32,25,24,9,25
S00101447,95,30,20,12,8,25
S00101448,71,17,13,10,5,26
S00101449,116,17,18,22,14,45
S00101450,62,12,10,5,10,25
S00101451,132,21,20,22,13,56
S00101452,147,19,11,21,13,83
S00101453,90,8,7,14,8,53
S00101454,146,8,18,27,9,84
S00101455,151,16,19,25,13,78
S00101456,149,16,23,23,11,76
S00101457,99,11,13,17,8,50
S00101458,123,22,24,19,11,47
S00101459,96,11,15,14,3,53
S00101460,153,15,10,15,18,95
S00101461,146,18,16,27,14,71
S00101462,120,7,11,20,11,71
S00101463,156,13,17,18,17,91
S00101464,52,10,7,8,8,19
S00101465,152,13,32,28,9,70
S00101466,147,15,17,32,8,75
S00101467,136,16,13,19,10,78
S00101468,89,14,18,12,10,35
S00101469,40,7,10,7,5,11
S00101470,129,11,33,26,15,44
S00101471,74,15,12,18,7,22
S00101472,132,16,20,32,16,48
S00101473,137,9,17,25,27,59
S00101474,124,20,26,21,14,43
S00101475,97,16,16,23,12,30
S00101476,134,12,29,27,15,51
S00101477,94,9,11,23,13,38
S00101478,144,11,21,36,18,58
S00101479,94,9,20,16,13,36
S00101480,116,10,27,25,8,46
S00101481,93,16,21,16,8,32
S00101482,142,20,32,30,10,50
S00101483,129,14,25,22,9,59
S00101484,67,10,11,8,4,34
S00101485,130,14,22,33,18,43
S00101486,147,12,19,32,19,65
S00101487,130,11,20,34,13,52
S00101488,99,7,18,14,10,50
S00101489,115,49,28,12,10,16
S00101490,78,20,17,13,9,19
S00101491,137,14,30,21,9,63
S00101492,114,22,19,13,14,46
S00101493,70,17,26,11,7,9
S00101494,90,18,17,15,10,30
S00101495,74,7,8,10,11,38
S00101496,109,13,26,20,11,39
S00101497,100,10,15,22,10,43
S00101498,103,16,20,15,15,37
S00101499,99,32,31,14,9,13
S00101500,87,32,21,20,10,4
S00101501,94,48,22,10,9,5
S00101502,105,49,26,5,11,14
S00101503,63,32,15,8,6,2
S00101504,55,24,18,3,4,6
S00101505,68,36,6,13,6,7
S00101506,173,20,35,38,19,61
S00101507,149,29,40,25,20,35
S00101508,68,6,19,15,9,19
S00101509,103,16,23,25,7,32
S00101510,79,22,11,14,8,24
S00101511,276,76,56,46,21,77
S00101512,115,23,13,27,15,37
S00101513,123,17,21,17,18,50
S00101514,124,17,18,19,14,56
S00101515,66,13,20,7,8,18
S00101516,119,20,21,17,14,47
S00101517,118,23,32,18,15,30
S00101518,92,14,24,12,11,31
S00101519,88,24,28,17,5,14
S00101520,68,35,10,5,7,11
S00101521,128,28,33,21,9,37
S00101522,99,34,28,9,12,16
S00101523,79,32,11,13,9,14
S00101524,78,21,17,21,7,12
S00101525,90,21,24,14,9,22
S00101526,91,8,19,18,13,33
S00101527,135,26,40,25,18,26
S00101528,53,14,18,7,5,9
S00101529,122,43,25,13,9,32
S00101530,120,39,29,20,7,25
S00101531,82,37,24,5,7,9
S00101532,142,45,28,18,14,37
S00101533,157,24,46,26,22,39
S00101534,181,61,30,23,20,47
S00101535,80,29,23,8,9,11
S00101536,80,17,33,9,9,12
S00101537,99,22,27,16,8,26
S00101538,59,27,9,11,8,4
S00101539,91,23,25,18,4,21
S00101540,101,25,32,11,11,22
S00101541,99,20,22,11,10,36
S00101542,132,34,36,21,14,27
S00101543,68,46,8,4,2,8
S00101544,42,19,9,2,6,6
S00101545,150,43,43,27,11,26
S00101546,136,47,33,22,13,21
S00101547,120,17,26,25,19,33
S00101548,65,7,15,15,9,19
S00101549,134,28,36,19,11,40
S00101550,106,9,37,21,9,30
S00101551,179,12,33,39,22,73
S00101552,118,18,30,22,17,31
S00101553,90,10,13,15,4,48
S00101554,50,14,12,9,7,8
S00101555,102,18,15,14,11,44
S00101556,65,8,4,13,11,29
S00101557,93,8,9,16,4,56
S00101558,91,9,13,10,5,54
S00101559,120,11,19,17,10,63
S00101560,52,7,1,5,4,35
S00101561,52,3,11,5,5,28
S00101562,107,10,10,15,12,60
S00101563,49,3,10,6,2,28
S00101564,55,3,4,5,3,40
S00101565,106,11,11,15,6,63
S00101566,158,15,18,33,12,80
S00101567,94,14,8,20,10,42
S00101568,74,11,18,13,12,20
S00101569,54,31,8,7,3,5
S00101570,82,14,11,17,7,33
S00101571,74,17,18,16,8,15
S00101572,59,7,8,10,4,30
S00101573,79,34,15,4,4,22
S00101574,46,7,4,12,8,15
S00101575,71,19,21,11,4,16
S00101576,57,7,9,6,5,30
S00101577,119,20,27,21,9,42
S00101578,97,19,17,8,7,46
S00101579,101,25,28,14,11,23
S00101580,155,16,30,30,17,62
S00101581,62,9,7,11,5,30
S00101582,70,21,19,9,7,14
S00101583,83,27,17,16,7,16
S00101584,107,16,27,11,9,44
S00101585,65,15,19,7,12,12
S00101586,84,1,12,13,17,41
S00101587,102,12,18,10,1,61
S00101588,77,21,9,14,5,28
S00101589,95,5,7,11,5,67
S00101590,49,11,18,9,4,7
S00101591,104,18,31,19,14,22
S00101592,135,12,29,30,17,47
S00101593,73,17,12,12,5,27
S00101594,141,25,38,28,21,29
S00101595,75,7,16,23,10,19
S00101596,61,20,10,9,4,18
S00101597,91,30,39,8,8,6
S00101598,48,20,13,3,5,7
S00101599,61,9,17,15,4,16
S00101600,70,26,20,11,5,8
S00101601,87,30,23,9,8,17
S00101602,57,20,10,8,5,14
S00101603,83,14,30,9,7,23
S00101604,120,30,25,18,14,33
S00101605,85,16,22,14,7,26
S00101606,101,13,18,26,8,36
S00101607,116,37,28,23,9,19
S00101608,82,8,5,25,0,44
S00101609,82,13,15,11,3,40
S00101610,79,10,12,18,4,35
S00101611,67,5,8,18,9,27
S00101612,97,23,17,15,10,32
S00101613,63,11,9,13,4,26
S00101614,51,7,19,7,2,16
S00101615,79,24,21,11,8,15
S00101616,67,24,20,14,2,7
S00101617,87,11,26,19,7,24
S00101618,80,17,10,11,11,31
S00101619,70,33,8,6,7,16
S00101620,39,16,6,3,8,6
S00101621,43,13,14,1,5,10
S00101622,67,16,6,12,8,25
S00101623,47,10,5,8,3,21
S00101624,110,8,18,21,6,57
S00101625,69,16,12,9,9,23
S00101626,96,15,28,18,10,25
S00101627,144,7,21,27,17,72
S00101628,69,7,9,14,9,30
S00101629,113,39,23,18,13,20
S00101630,63,17,17,17,3,9
S00101631,62,11,9,13,7,22
S00101632,112,18,25,33,16,20
S00101633,168,19,22,32,18,77
S00101634,190,48,24,20,17,81
S00101635,62,8,5,10,5,34
S00101636,98,7,21,9,12,49
S00101637,112,9,10,22,9,62
S00101638,76,10,10,9,12,35
S00101639,81,7,8,16,4,46
S00101640,88,7,7,12,8,54
S00101641,151,30,15,21,6,79
S00101642,92,9,9,8,17,49
S00101643,67,16,8,4,7,32
S00101644,55,8,3,7,3,34
S00101645,96,2,7,12,3,72
S00101646,115,17,11,24,10,53
S00101647,78,8,8,12,6,44
S00101648,48,12,10,6,6,14
S00101649,131,19,21,21,13,57
S00101650,107,34,28,16,10,19
S00101651,100,30,34,15,10,11
S00101652,139,74,16,8,7,34
S00101653,105,11,16,15,7,56
S00101654,184,11,29,49,14,81
S00101655,138,18,20,31,22,47
S00101656,66,9,9,14,8,26
S00101657,131,16,12,30,13,60
S00101658,64,4,8,17,6,29
S00101659,148,11,25,30,14,68
S00101660,185,18,29,29,18,91
S00101661,128,10,26,21,7,64
S00101662,81,7,9,15,5,45
S00101663,120,10,19,25,5,61
S00101664,56,3,4,8,6,35
S00101665,51,19,13,4,7,8
S00101666,48,12,14,4,3,15
S00101667,73,26,18,6,4,19
S00101668,113,16,33,23,13,28
S00101669,44,19,13,4,4,4
S00101670,72,25,22,7,8,10
S00101671,64,19,13,10,10,12
S00101672,114,26,22,17,13,36
S00101673,180,25,41,32,21,61
S00101674,104,9,24,19,9,43
S00101675,83,15,20,10,12,26
S00101676,61,19,8,7,9,18
S00101677,134,17,30,26,16,45
S00101678,95,30,20,15,4,26
S00101679,81,12,9,14,12,34
